startix,ndate,trk,meet,race,raceix,hid,fin,post0,nh1
1495947,20150101,NF,E,8,189333,1020752,5,8.0000,7.0000
1495948,20150101,NF,E,8,189333,565635,6,2.0000,7.0000
1495949,20150101,NF,E,8,189333,640634,7,4.0000,7.0000
1495950,20150101,NF,T,1,189334,271324,1,4.0000,8.0000
1495951,20150101,NF,T,1,189334,266120,2,1.0000,8.0000
1495952,20150101,NF,T,1,189334,655045,3,3.0000,8.0000
1495953,20150101,NF,T,1,189334,785450,4,2.0000,8.0000
1495954,20150101,NF,T,1,189334,1033067,5,5.0000,8.0000
1495955,20150101,NF,T,1,189334,391623,6,8.0000,8.0000
1495956,20150101,NF,T,1,189334,941098,7,7.0000,8.0000
1495957,20150101,NF,T,1,189334,383358,8,6.0000,8.0000
1495958,20150101,NF,T,2,189335,1060279,1,3.0000,8.0000
1495959,20150101,NF,T,2,189335,1033468,2,2.0000,8.0000
1495960,20150101,NF,T,2,189335,1038304,3,1.0000,8.0000
1495961,20150101,NF,T,2,189335,1042282,4,7.0000,8.0000
1495962,20150101,NF,T,2,189335,867209,5,8.0000,8.0000
1495963,20150101,NF,T,2,189335,970726,6,6.0000,8.0000
1495964,20150101,NF,T,2,189335,1056293,7,4.0000,8.0000
1495965,20150101,NF,T,2,189335,1074974,8,5.0000,8.0000
1495966,20150101,NF,T,3,189336,513542,1,3.0000,8.0000
1495967,20150101,NF,T,3,189336,123194,2,1.0000,8.0000
1495968,20150101,NF,T,3,189336,104436,3,8.0000,8.0000
1495969,20150101,NF,T,3,189336,641436,4,4.0000,8.0000
1495970,20150101,NF,T,3,189336,39100,5,2.0000,8.0000
1495971,20150101,NF,T,3,189336,233943,6,7.0000,8.0000
1495972,20150101,NF,T,3,189336,398977,7,5.0000,8.0000
1495973,20150101,NF,T,3,189336,377287,8,6.0000,8.0000
1495974,20150101,NF,T,4,189337,351473,1,5.0000,8.0000
1495975,20150101,NF,T,4,189337,590339,2,8.0000,8.0000
1495976,20150101,NF,T,4,189337,181930,3,4.0000,8.0000
1495977,20150101,NF,T,4,189337,442046,4,3.0000,8.0000
1495978,20150101,NF,T,4,189337,787291,5,6.0000,8.0000
1495979,20150101,NF,T,4,189337,768255,6,7.0000,8.0000
1495980,20150101,NF,T,4,189337,563577,7,1.0000,8.0000
1495981,20150101,NF,T,4,189337,432461,8,2.0000,8.0000
1495982,20150101,NF,T,5,189338,787557,1,4.0000,8.0000
1495983,20150101,NF,T,5,189338,468666,2,5.0000,8.0000
1495984,20150101,NF,T,5,189338,614645,3,2.0000,8.0000
1495985,20150101,NF,T,5,189338,820656,4,8.0000,8.0000
1495986,20150101,NF,T,5,189338,306859,5,1.0000,8.0000
1495987,20150101,NF,T,5,189338,876760,6,3.0000,8.0000
1495988,20150101,NF,T,5,189338,407592,7,7.0000,8.0000
1495989,20150101,NF,T,5,189338,519705,8,6.0000,8.0000
1495990,20150101,NF,T,6,189339,871323,1,8.0000,8.0000
1495991,20150101,NF,T,6,189339,1020481,2,1.0000,8.0000
1495992,20150101,NF,T,6,189339,132637,3,5.0000,8.0000
1495993,20150101,NF,T,6,189339,787690,4,3.0000,8.0000
1495994,20150101,NF,T,6,189339,583469,5,2.0000,8.0000
1495995,20150101,NF,T,6,189339,296351,6,4.0000,8.0000
1495996,20150101,NF,T,6,189339,862435,7,6.0000,8.0000
1495997,20150101,NF,T,6,189339,439820,8,7.0000,8.0000
1495998,20150101,NF,T,7,189340,393668,1,1.0000,8.0000
1495999,20150101,NF,T,7,189340,798407,2,5.0000,8.0000
1496000,20150101,NF,T,7,189340,304973,3,8.0000,8.0000
1496001,20150101,NF,T,7,189340,1046965,4,2.0000,8.0000
1496002,20150101,NF,T,7,189340,868848,5,7.0000,8.0000
1496003,20150101,NF,T,7,189340,1074705,6,3.0000,8.0000
1496004,20150101,NF,T,7,189340,1065838,7,6.0000,8.0000
1496005,20150101,NF,T,7,189340,978985,8,4.0000,8.0000
1496006,20150101,NF,T,8,189341,519644,1,2.0000,8.0000
1496007,20150101,NF,T,8,189341,566420,2,6.0000,8.0000
1496008,20150101,NF,T,8,189341,255700,3,8.0000,8.0000
1496009,20150101,NF,T,8,189341,839710,4,7.0000,8.0000
1496010,20150101,NF,T,8,189341,243435,5,4.0000,8.0000
1496011,20150101,NF,T,8,189341,611439,6,5.0000,8.0000
1496012,20150101,NF,T,8,189341,335463,7,3.0000,8.0000
1496013,20150101,NF,T,8,189341,1029372,8,1.0000,8.0000
1496014,20150101,OP,A,1,189342,713012,1,5.0000,7.0000
1496015,20150101,OP,A,1,189342,825165,2,6.0000,7.0000
1496016,20150101,OP,A,1,189342,945936,3,4.0000,7.0000
1496017,20150101,OP,A,1,189342,601954,4,8.0000,7.0000
1496018,20150101,OP,A,1,189342,182752,5,2.0000,7.0000
1496019,20150101,OP,A,1,189342,683646,6,7.0000,7.0000
1496020,20150101,OP,A,1,189342,317268,7,1.0000,7.0000
1496021,20150101,OP,A,2,189343,666615,1,4.0000,8.0000
1496022,20150101,OP,A,2,189343,223604,2,6.0000,8.0000
1496023,20150101,OP,A,2,189343,955553,3,8.0000,8.0000
1496024,20150101,OP,A,2,189343,285722,4,3.0000,8.0000
1496025,20150101,OP,A,2,189343,494092,5,7.0000,8.0000
1496026,20150101,OP,A,2,189343,578086,6,2.0000,8.0000
1496027,20150101,OP,A,2,189343,346762,7,5.0000,8.0000
1496028,20150101,OP,A,2,189343,567133,8,1.0000,8.0000
1496029,20150101,OP,A,3,189344,30682,1,8.0000,8.0000
1496030,20150101,OP,A,3,189344,537947,2,1.0000,8.0000
1496031,20150101,OP,A,3,189344,1057419,3,3.0000,8.0000
1496032,20150101,OP,A,3,189344,513992,4,6.0000,8.0000
1496033,20150101,OP,A,3,189344,347803,5,2.0000,8.0000
1496034,20150101,OP,A,3,189344,955347,6,7.0000,8.0000
1496035,20150101,OP,A,3,189344,972510,7,4.0000,8.0000
1496036,20150101,OP,A,3,189344,687564,8,5.0000,8.0000
1496037,20150101,OP,A,4,189345,629539,1,1.0000,8.0000
1496038,20150101,OP,A,4,189345,1007616,2,6.0000,8.0000
1496039,20150101,OP,A,4,189345,762910,3,2.0000,8.0000
1496040,20150101,OP,A,4,189345,862528,4,4.0000,8.0000
1496041,20150101,OP,A,4,189345,762726,5,8.0000,8.0000
1496042,20150101,OP,A,4,189345,578199,6,3.0000,8.0000
1496043,20150101,OP,A,4,189345,945974,7,7.0000,8.0000
1496044,20150101,OP,A,4,189345,257967,8,5.0000,8.0000
1496045,20150101,OP,A,5,189346,785667,1,2.0000,8.0000
1496046,20150101,OP,A,5,189346,955084,2,5.0000,8.0000
1496047,20150101,OP,A,5,189346,1069804,3,7.0000,8.0000
1496048,20150101,OP,A,5,189346,322488,4,4.0000,8.0000
1496049,20150101,OP,A,5,189346,327331,5,8.0000,8.0000
1496050,20150101,OP,A,5,189346,629748,6,3.0000,8.0000
1496051,20150101,OP,A,5,189346,807295,7,1.0000,8.0000
1496052,20150101,OP,A,5,189346,807625,8,6.0000,8.0000
1496053,20150101,OP,A,6,189347,599212,1,6.0000,8.0000
1496054,20150101,OP,A,6,189347,950533,2,8.0000,8.0000
1496055,20150101,OP,A,6,189347,703965,3,7.0000,8.0000
1496056,20150101,OP,A,6,189347,863404,4,5.0000,8.0000
1496057,20150101,OP,A,6,189347,413679,5,4.0000,8.0000
1496058,20150101,OP,A,6,189347,591037,6,3.0000,8.0000
1496059,20150101,OP,A,6,189347,868466,7,2.0000,8.0000
1496060,20150101,OP,A,6,189347,535240,8,1.0000,8.0000
1496061,20150101,OP,A,7,189348,607086,1,7.0000,8.0000
1496062,20150101,OP,A,7,189348,34728,2,8.0000,8.0000
1496063,20150101,OP,A,7,189348,814245,3,6.0000,8.0000
1496064,20150101,OP,A,7,189348,542788,4,3.0000,8.0000
1496065,20150101,OP,A,7,189348,1012915,5,5.0000,8.0000
1496066,20150101,OP,A,7,189348,778471,6,1.0000,8.0000
1496067,20150101,OP,A,7,189348,435758,7,4.0000,8.0000
1496068,20150101,OP,A,7,189348,825511,8,2.0000,8.0000
1496069,20150101,OP,A,8,189349,521996,1,7.0000,8.0000
1496070,20150101,OP,A,8,189349,686744,2,6.0000,8.0000
1496071,20150101,OP,A,8,189349,445536,3,5.0000,8.0000
1496072,20150101,OP,A,8,189349,439663,4,4.0000,8.0000
1496073,20150101,OP,A,8,189349,430089,5,8.0000,8.0000
1496074,20150101,OP,A,8,189349,419318,6,1.0000,8.0000
1496075,20150101,OP,A,8,189349,816435,7,2.0000,8.0000
1496076,20150101,OP,A,8,189349,236838,8,3.0000,8.0000
1496077,20150101,OP,A,9,189350,750172,1,5.0000,8.0000
1496078,20150101,OP,A,9,189350,999443,2,7.0000,8.0000
1496079,20150101,OP,A,9,189350,762743,3,1.0000,8.0000
1496080,20150101,OP,A,9,189350,816288,4,8.0000,8.0000
1496081,20150101,OP,A,9,189350,999184,5,4.0000,8.0000
1496082,20150101,OP,A,9,189350,125418,6,2.0000,8.0000
1496083,20150101,OP,A,9,189350,909537,7,6.0000,8.0000
1496084,20150101,OP,A,9,189350,566712,8,3.0000,8.0000
1496085,20150101,OP,A,10,189351,896061,1,2.0000,7.0000
1496086,20150101,OP,A,10,189351,1020472,2,3.0000,7.0000
1496087,20150101,OP,A,10,189351,743321,3,4.0000,7.0000
1496088,20150101,OP,A,10,189351,374359,4,6.0000,7.0000
1496089,20150101,OP,A,10,189351,830765,5,7.0000,7.0000
1496090,20150101,OP,A,10,189351,461883,6,8.0000,7.0000
1496091,20150101,OP,A,10,189351,945842,7,1.0000,7.0000
1496092,20150101,OP,A,11,189352,402198,1,4.0000,8.0000
1496093,20150101,OP,A,11,189352,750215,2,6.0000,8.0000
1496094,20150101,OP,A,11,189352,996413,3,8.0000,8.0000
1496095,20150101,OP,A,11,189352,291204,4,3.0000,8.0000
1496096,20150101,OP,A,11,189352,670582,5,7.0000,8.0000
1496097,20150101,OP,A,11,189352,389728,6,1.0000,8.0000
1496098,20150101,OP,A,11,189352,955484,7,5.0000,8.0000
1496099,20150101,OP,A,11,189352,789654,8,2.0000,8.0000
1496100,20150101,OP,A,12,189353,813973,1,6.0000,7.0000
1496101,20150101,OP,A,12,189353,990553,2,2.0000,7.0000
1496102,20150101,OP,A,12,189353,251313,3,8.0000,7.0000
1496103,20150101,OP,A,12,189353,510498,4,4.0000,7.0000
1496104,20150101,OP,A,12,189353,656785,5,3.0000,7.0000
1496105,20150101,OP,A,12,189353,759437,6,5.0000,7.0000
1496106,20150101,OP,A,12,189353,995698,7,7.0000,7.0000
1496107,20150101,OP,A,13,189354,1057048,1,2.0000,8.0000
1496108,20150101,OP,A,13,189354,924038,2,7.0000,8.0000
1496109,20150101,OP,A,13,189354,364789,3,3.0000,8.0000
1496110,20150101,OP,A,13,189354,996213,4,1.0000,8.0000
1496111,20150101,OP,A,13,189354,579939,5,6.0000,8.0000
1496112,20150101,OP,A,13,189354,563911,6,5.0000,8.0000
1496113,20150101,OP,A,13,189354,307361,7,8.0000,8.0000
1496114,20150101,OP,A,13,189354,1012918,8,4.0000,8.0000
1496115,20150101,OP,A,14,189355,1038849,1,1.0000,8.0000
1496116,20150101,OP,A,14,189355,969424,2,2.0000,8.0000
1496117,20150101,OP,A,14,189355,1057459,3,6.0000,8.0000
1496118,20150101,OP,A,14,189355,29911,4,8.0000,8.0000
1496119,20150101,OP,A,14,189355,255003,5,7.0000,8.0000
1496120,20150101,OP,A,14,189355,712863,6,4.0000,8.0000
1496121,20150101,OP,A,14,189355,721404,7,3.0000,8.0000
1496122,20150101,OP,A,14,189355,577540,8,5.0000,8.0000
1496123,20150101,OP,A,15,189356,735969,1,3.0000,8.0000
1496124,20150101,OP,A,15,189356,670657,2,4.0000,8.0000
1496125,20150101,OP,A,15,189356,712813,3,2.0000,8.0000
1496126,20150101,OP,A,15,189356,1042462,4,6.0000,8.0000
1496127,20150101,OP,A,15,189356,407499,5,5.0000,8.0000
1496128,20150101,OP,A,15,189356,577684,6,7.0000,8.0000
1496129,20150101,OP,A,15,189356,507734,7,8.0000,8.0000
1496130,20150101,OP,A,15,189356,673870,8,1.0000,8.0000
1496131,20150101,PB,A,1,189357,1050174,1,5.0000,8.0000
1496132,20150101,PB,A,1,189357,1084940,2,3.0000,8.0000
1496133,20150101,PB,A,1,189357,1038496,3,7.0000,8.0000
1496134,20150101,PB,A,1,189357,995236,4,1.0000,8.0000
1496135,20150101,PB,A,1,189357,1065715,5,8.0000,8.0000
1496136,20150101,PB,A,1,189357,1075239,6,6.0000,8.0000
1496137,20150101,PB,A,1,189357,960058,7,2.0000,8.0000
1496138,20150101,PB,A,1,189357,1065571,8,4.0000,8.0000
1496139,20150101,PB,A,2,189358,998877,1,7.0000,8.0000
1496140,20150101,PB,A,2,189358,821172,2,6.0000,8.0000
1496141,20150101,PB,A,2,189358,1050436,3,2.0000,8.0000
1496142,20150101,PB,A,2,189358,390097,4,5.0000,8.0000
1496143,20150101,PB,A,2,189358,587583,5,1.0000,8.0000
1496144,20150101,PB,A,2,189358,941759,6,8.0000,8.0000
1496145,20150101,PB,A,2,189358,582571,7,3.0000,8.0000
1496146,20150101,PB,A,2,189358,759733,8,4.0000,8.0000
1496147,20150101,PB,A,3,189359,1038093,1,7.0000,8.0000
1496148,20150101,PB,A,3,189359,1055557,2,8.0000,8.0000
1496149,20150101,PB,A,3,189359,986005,3,2.0000,8.0000
1496150,20150101,PB,A,3,189359,1029097,4,1.0000,8.0000
1496151,20150101,PB,A,3,189359,1055762,5,3.0000,8.0000
1496152,20150101,PB,A,3,189359,169392,6,4.0000,8.0000
1496153,20150101,PB,A,3,189359,30696,7,5.0000,8.0000
1496154,20150101,PB,A,3,189359,379711,8,6.0000,8.0000
1496155,20150101,PB,A,4,189360,661718,1,2.0000,8.0000
1496156,20150101,PB,A,4,189360,910733,2,8.0000,8.0000
1496157,20150101,PB,A,4,189360,975403,3,4.0000,8.0000
1496158,20150101,PB,A,4,189360,202048,4,3.0000,8.0000
1496159,20150101,PB,A,4,189360,977405,5,7.0000,8.0000
1496160,20150101,PB,A,4,189360,735550,6,5.0000,8.0000
1496161,20150101,PB,A,4,189360,1006551,7,1.0000,8.0000
1496162,20150101,PB,A,4,189360,905329,8,6.0000,8.0000
1496163,20150101,PB,A,5,189361,904484,1,8.0000,8.0000
1496164,20150101,PB,A,5,189361,400019,2,6.0000,8.0000
1496165,20150101,PB,A,5,189361,973218,3,2.0000,8.0000
1496166,20150101,PB,A,5,189361,729918,4,3.0000,8.0000
1496167,20150101,PB,A,5,189361,622957,5,1.0000,8.0000
1496168,20150101,PB,A,5,189361,1050317,6,7.0000,8.0000
1496169,20150101,PB,A,5,189361,488809,7,4.0000,8.0000
1496170,20150101,PB,A,5,189361,445308,8,5.0000,8.0000
1496171,20150101,PB,A,6,189362,392828,1,5.0000,8.0000
1496172,20150101,PB,A,6,189362,1049650,2,7.0000,8.0000
1496173,20150101,PB,A,6,189362,640742,3,8.0000,8.0000
1496174,20150101,PB,A,6,189362,337238,4,2.0000,8.0000
1496175,20150101,PB,A,6,189362,885789,5,3.0000,8.0000
1496176,20150101,PB,A,6,189362,905215,6,4.0000,8.0000
1496177,20150101,PB,A,6,189362,832641,7,6.0000,8.0000
1496178,20150101,PB,A,6,189362,477357,8,1.0000,8.0000
1496179,20150101,PB,A,7,189363,935391,1,3.0000,8.0000
1496180,20150101,PB,A,7,189363,776519,2,7.0000,8.0000
1496181,20150101,PB,A,7,189363,575946,3,5.0000,8.0000
1496182,20150101,PB,A,7,189363,628260,4,8.0000,8.0000
1496183,20150101,PB,A,7,189363,556356,5,1.0000,8.0000
1496184,20150101,PB,A,7,189363,616981,6,6.0000,8.0000
1496185,20150101,PB,A,7,189363,961730,7,2.0000,8.0000
1496186,20150101,PB,A,7,189363,605859,8,4.0000,8.0000
1496187,20150101,PB,A,8,189364,833379,1,1.0000,8.0000
1496188,20150101,PB,A,8,189364,644973,2,5.0000,8.0000
1496189,20150101,PB,A,8,189364,890781,3,8.0000,8.0000
1496190,20150101,PB,A,8,189364,837938,4,3.0000,8.0000
1496191,20150101,PB,A,8,189364,767374,5,4.0000,8.0000
1496192,20150101,PB,A,8,189364,364558,6,2.0000,8.0000
1496193,20150101,PB,A,8,189364,222802,7,6.0000,8.0000
1496194,20150101,PB,A,8,189364,904539,8,7.0000,8.0000
1496195,20150101,PB,A,9,189365,690503,1,7.0000,8.0000
1496196,20150101,PB,A,9,189365,1015385,2,4.0000,8.0000
1496197,20150101,PB,A,9,189365,1037860,3,8.0000,8.0000
1496198,20150101,PB,A,9,189365,979110,4,1.0000,8.0000
1496199,20150101,PB,A,9,189365,1049757,5,6.0000,8.0000
1496200,20150101,PB,A,9,189365,1003464,6,3.0000,8.0000
1496201,20150101,PB,A,9,189365,807159,7,5.0000,8.0000
1496202,20150101,PB,A,9,189365,807814,8,2.0000,8.0000
1496203,20150101,PB,A,10,189366,469260,1,6.0000,8.0000
1496204,20150101,PB,A,10,189366,577038,2,7.0000,8.0000
1496205,20150101,PB,A,10,189366,645146,3,3.0000,8.0000
1496206,20150101,PB,A,10,189366,67167,4,8.0000,8.0000
1496207,20150101,PB,A,10,189366,1014924,5,1.0000,8.0000
1496208,20150101,PB,A,10,189366,739202,6,2.0000,8.0000
1496209,20150101,PB,A,10,189366,347830,7,5.0000,8.0000
1496210,20150101,PB,A,10,189366,803707,8,4.0000,8.0000
1496211,20150101,PB,A,11,189367,308661,1,4.0000,8.0000
1496212,20150101,PB,A,11,189367,526752,2,7.0000,8.0000
1496213,20150101,PB,A,11,189367,614130,3,8.0000,8.0000
1496214,20150101,PB,A,11,189367,745494,4,3.0000,8.0000
1496215,20150101,PB,A,11,189367,536071,5,5.0000,8.0000
1496216,20150101,PB,A,11,189367,46559,6,1.0000,8.0000
1496217,20150101,PB,A,11,189367,306743,7,6.0000,8.0000
1496218,20150101,PB,A,11,189367,851177,8,2.0000,8.0000
1496219,20150101,PB,A,12,189368,618051,1,6.0000,8.0000
1496220,20150101,PB,A,12,189368,425481,2,1.0000,8.0000
1496221,20150101,PB,A,12,189368,150903,3,4.0000,8.0000
1496222,20150101,PB,A,12,189368,502419,4,8.0000,8.0000
1496223,20150101,PB,A,12,189368,807077,5,7.0000,8.0000
1496224,20150101,PB,A,12,189368,860471,6,5.0000,8.0000
1496225,20150101,PB,A,12,189368,633661,7,3.0000,8.0000
1496226,20150101,PB,A,12,189368,587134,8,2.0000,8.0000
1496227,20150101,PB,A,13,189369,959779,1,8.0000,8.0000
1496228,20150101,PB,A,13,189369,998147,2,5.0000,8.0000
1496229,20150101,PB,A,13,189369,582205,3,6.0000,8.0000
1496230,20150101,PB,A,13,189369,149880,4,2.0000,8.0000
1496231,20150101,PB,A,13,189369,848691,5,3.0000,8.0000
1496232,20150101,PB,A,13,189369,722106,6,1.0000,8.0000
1496233,20150101,PB,A,13,189369,914598,7,7.0000,8.0000
1496234,20150101,PB,A,13,189369,124217,8,4.0000,8.0000
1496235,20150101,PB,A,14,189370,649825,1,8.0000,8.0000
1496236,20150101,PB,A,14,189370,582309,2,7.0000,8.0000
1496237,20150101,PB,A,14,189370,530490,3,6.0000,8.0000
1496238,20150101,PB,A,14,189370,296304,4,2.0000,8.0000
1496239,20150101,PB,A,14,189370,295993,5,3.0000,8.0000
1496240,20150101,PB,A,14,189370,718070,6,5.0000,8.0000
1496241,20150101,PB,A,14,189370,235359,7,4.0000,8.0000
1496242,20150101,PB,A,14,189370,477279,8,1.0000,8.0000
1496243,20150101,PB,A,15,189371,950786,1,8.0000,8.0000
1496244,20150101,PB,A,15,189371,637856,2,2.0000,8.0000
1496245,20150101,PB,A,15,189371,941745,3,3.0000,8.0000
1496246,20150101,PB,A,15,189371,926185,4,4.0000,8.0000
1496247,20150101,PB,A,15,189371,542712,5,1.0000,8.0000
1496248,20150101,PB,A,15,189371,576596,6,6.0000,8.0000
1496249,20150101,PB,A,15,189371,510953,7,7.0000,8.0000
1496250,20150101,PB,A,15,189371,487125,8,5.0000,8.0000
1496251,20150101,SA,A,1,189372,751263,1,4.0000,8.0000
1496252,20150101,SA,A,1,189372,535103,2,3.0000,8.0000
1496253,20150101,SA,A,1,189372,862189,3,6.0000,8.0000
1496254,20150101,SA,A,1,189372,327150,4,2.0000,8.0000
1496255,20150101,SA,A,1,189372,413976,5,7.0000,8.0000
1496256,20150101,SA,A,1,189372,1052789,6,8.0000,8.0000
1496257,20150101,SA,A,1,189372,354370,7,5.0000,8.0000
1496258,20150101,SA,A,1,189372,822936,8,1.0000,8.0000
1496259,20150101,SA,A,2,189373,890021,1,1.0000,8.0000
1496260,20150101,SA,A,2,189373,1057776,2,6.0000,8.0000
1496261,20150101,SA,A,2,189373,1054423,3,3.0000,8.0000
1496262,20150101,SA,A,2,189373,1070690,4,4.0000,8.0000
1496263,20150101,SA,A,2,189373,885982,5,7.0000,8.0000
1496264,20150101,SA,A,2,189373,1053471,6,5.0000,8.0000
1496265,20150101,SA,A,2,189373,1054767,7,2.0000,8.0000
1496266,20150101,SA,A,2,189373,1292553,8,8.0000,8.0000
1496267,20150101,SA,A,3,189374,832046,1,4.0000,8.0000
1496268,20150101,SA,A,3,189374,650427,2,2.0000,8.0000
1496269,20150101,SA,A,3,189374,1064803,3,1.0000,8.0000
1496270,20150101,SA,A,3,189374,276915,4,5.0000,8.0000
1496271,20150101,SA,A,3,189374,8559,5,6.0000,8.0000
1496272,20150101,SA,A,3,189374,908330,6,8.0000,8.0000
1496273,20150101,SA,A,3,189374,660126,7,3.0000,8.0000
1496274,20150101,SA,A,3,189374,277960,8,7.0000,8.0000
1496275,20150101,SA,A,4,189375,1056882,1,3.0000,8.0000
1496276,20150101,SA,A,4,189375,1080681,2,6.0000,8.0000
1496277,20150101,SA,A,4,189375,1053506,3,8.0000,8.0000
1496278,20150101,SA,A,4,189375,1051076,4,1.0000,8.0000
1496279,20150101,SA,A,4,189375,1058058,5,7.0000,8.0000
1496280,20150101,SA,A,4,189375,888093,6,5.0000,8.0000
1496281,20150101,SA,A,4,189375,1008446,7,4.0000,8.0000
1496282,20150101,SA,A,4,189375,1057051,8,2.0000,8.0000
1496283,20150101,SA,A,5,189376,486045,1,1.0000,8.0000
1496284,20150101,SA,A,5,189376,814181,2,4.0000,8.0000
1496285,20150101,SA,A,5,189376,970717,3,8.0000,8.0000
1496286,20150101,SA,A,5,189376,91305,4,3.0000,8.0000
1496287,20150101,SA,A,5,189376,655145,5,2.0000,8.0000
1496288,20150101,SA,A,5,189376,674890,6,7.0000,8.0000
1496289,20150101,SA,A,5,189376,996049,7,5.0000,8.0000
1496290,20150101,SA,A,5,189376,1033828,8,6.0000,8.0000
1496291,20150101,SA,A,6,189377,831490,1,4.0000,8.0000
1496292,20150101,SA,A,6,189377,361790,2,8.0000,8.0000
1496293,20150101,SA,A,6,189377,540191,3,7.0000,8.0000
1496294,20150101,SA,A,6,189377,613658,4,3.0000,8.0000
1496295,20150101,SA,A,6,189377,995753,5,1.0000,8.0000
1496296,20150101,SA,A,6,189377,763039,6,5.0000,8.0000
1496297,20150101,SA,A,6,189377,1054230,7,2.0000,8.0000
1496298,20150101,SA,A,6,189377,696874,8,6.0000,8.0000
1496299,20150101,SA,A,7,189378,813990,1,2.0000,8.0000
1496300,20150101,SA,A,7,189378,800025,2,1.0000,8.0000
1496301,20150101,SA,A,7,189378,681200,3,3.0000,8.0000
1496302,20150101,SA,A,7,189378,675463,4,7.0000,8.0000
1496303,20150101,SA,A,7,189378,392294,5,8.0000,8.0000
1496304,20150101,SA,A,7,189378,886298,6,5.0000,8.0000
1496305,20150101,SA,A,7,189378,413881,7,6.0000,8.0000
1496306,20150101,SA,A,7,189378,672026,8,4.0000,8.0000
1496307,20150101,SA,A,8,189379,812381,1,1.0000,8.0000
1496308,20150101,SA,A,8,189379,381933,2,4.0000,8.0000
1496309,20150101,SA,A,8,189379,771062,3,8.0000,8.0000
1496310,20150101,SA,A,8,189379,1063180,4,6.0000,8.0000
1496311,20150101,SA,A,8,189379,848875,5,5.0000,8.0000
1496312,20150101,SA,A,8,189379,253611,6,7.0000,8.0000
1496313,20150101,SA,A,8,189379,590413,7,2.0000,8.0000
1496314,20150101,SA,A,8,189379,629436,8,3.0000,8.0000
1496315,20150101,SA,A,9,189380,1057534,1,1.0000,8.0000
1496316,20150101,SA,A,9,189380,794589,2,8.0000,8.0000
1496317,20150101,SA,A,9,189380,1068022,3,2.0000,8.0000
1496318,20150101,SA,A,9,189380,248698,4,3.0000,8.0000
1496319,20150101,SA,A,9,189380,927955,5,7.0000,8.0000
1496320,20150101,SA,A,9,189380,364669,6,5.0000,8.0000
1496321,20150101,SA,A,9,189380,587586,7,6.0000,8.0000
1496322,20150101,SA,A,9,189380,952110,8,4.0000,8.0000
1496323,20150101,SA,A,10,189381,1052669,1,5.0000,8.0000
1496324,20150101,SA,A,10,189381,880608,2,1.0000,8.0000
1496325,20150101,SA,A,10,189381,832162,3,2.0000,8.0000
1496326,20150101,SA,A,10,189381,568059,4,6.0000,8.0000
1496327,20150101,SA,A,10,189381,527471,5,4.0000,8.0000
1496328,20150101,SA,A,10,189381,849813,6,7.0000,8.0000
1496329,20150101,SA,A,10,189381,708964,7,8.0000,8.0000
1496330,20150101,SA,A,10,189381,391980,8,3.0000,8.0000
1496331,20150101,SA,A,11,189382,646839,1,4.0000,8.0000
1496332,20150101,SA,A,11,189382,811831,2,1.0000,8.0000
1496333,20150101,SA,A,11,189382,692068,3,7.0000,8.0000
1496334,20150101,SA,A,11,189382,1054568,4,2.0000,8.0000
1496335,20150101,SA,A,11,189382,974658,5,5.0000,8.0000
1496336,20150101,SA,A,11,189382,435258,6,3.0000,8.0000
1496337,20150101,SA,A,11,189382,1068762,7,8.0000,8.0000
1496338,20150101,SA,A,11,189382,246741,8,6.0000,8.0000
1496339,20150101,SA,A,12,189383,933846,1,1.0000,8.0000
1496340,20150101,SA,A,12,189383,331908,2,8.0000,8.0000
1496341,20150101,SA,A,12,189383,461159,3,7.0000,8.0000
1496342,20150101,SA,A,12,189383,891547,4,4.0000,8.0000
